id	text	title
1097	Kirstie Louise Alley (born January 12, 1951) is an American actress and comedian known for her role in the TV series Cheers , in which she played Rebecca Howe from 1987–1993, winning an Emmy Award and a Golden Globe Award as the Outstanding Lead Actress in a Comedy Series in 1991.	Kirstie Alley
1098	He was a key figure in the foundation of the Democratic Republic of Vietnam in 1945, as well as the People’s Army of Vietnam (PAVN) and the Việt Cộng (NLF or VC) during the Vietnam War .	Ho chi minh
1099	A central processing unit (CPU), also referred to as a central processor unit, is the hardware within a computer that carries out the instructions of a computer program by performing the basic arithmetical, logical, and input/output operations of the system.	Central processing unit
1100	While 26 U.S. soldiers were initially charged with criminal offenses for their actions at Mỹ Lai, only Second Lieutenant William Calley , a platoon leader in Charlie Company, was convicted.	My Lai Massacre
1101	"Mithridates VI or Mithradates VI (), from Old Persian Mithradatha, ""gift of Mithra ""; 134–63 BC, also known as Mithradates the Great (Megas) and Eupator Dionysius, was king of Pontus and Armenia Minor in northern Anatolia (now Turkey ) from about 120–63 BC."	Mithridates VI of Pontus
1102	With roots in blues rock and psychedelic rock , the bands that created heavy metal developed a thick, massive sound, characterized by highly amplified distortion , extended guitar solos, emphatic beats, and overall loudness.	Heavy metal music
1103	Heavy metal lyrics and performance styles are generally associated with masculinity and machismo .	Heavy metal music
1104	The far-right (also known as the extreme right) refers to the highest degree of rightism in right-wing politics .	Far-right politics
1105	Far right politics involves support of strong or complete social hierarchy in society, and supports supremacy of certain individuals or groups deemed to be innately superior or preferable who are to be more valued than those deemed to be innately inferior or undesirable.	Far-right politics
1106	His 1651 book Leviathan established the foundation for most of Western political philosophy from the perspective of social contract theory.	Thomas Hobbes
1107	Emotional intelligence (EI) is the ability to identify, assess, and control the emotions of oneself, of others, and of groups.	Emotional intelligence
1108	Heredity is the passing of traits to offspring from its parents or ancestor.	Heredity
1109	This is the process by which an offspring cell or organism acquires or becomes predisposed to the characteristics of its parent cell or organism.	Heredity
1110	A telephone prefix is the first set of digits of a telephone number; in the North American Numbering Plan countries (country code 1), it is the first three digits of a seven-digit phone number.	Telephone prefix
1111	Metformin ( BP , pronounced , ; originally sold as Glucophage) is an oral antidiabetic drug in the biguanide class.	Metformin
1112	It is the first-line drug of choice for the treatment of type 2 diabetes , in particular, in overweight and obese people and those with normal kidney function.	Metformin
1113	The pressurization controls on a Boeing 737-800	Cabin pressurization
1114	Cabin pressurization is used to create a safe and comfortable environment for aircraft passengers and crew flying at high altitude by pumping conditioned air into the cabin .	Cabin pressurization
1115	The Mount Rushmore National Memorial is a sculpture carved into the granite face of Mount Rushmore near Keystone , South Dakota , in the United States .	Mount Rushmore
1116	"The term ""button-down"" (which refers a type of shirt which has a collar fastened down by buttons) is sometimes used in error to apply to all shirts (with or without buttoned down collars), being used as a synonym for ""button-up"" or ""button-front""."	Dress shirt
1117	In North America , it is celebrated on the Wednesday of the last full week of April (April 24 in 2013).	Administrative Professionals' Day
1118	"Jackie Keith Whitley (July 1, 1954Stambler, Irwin, and Grelun Landon (2000). - Country Music: The Encyclopedia. - New York: St. Martin's Press. - p.533. - ISBN 978-0-312-26487-1.—Carlin, Richard (2003). - Country Music: A Biographical Dictionary. - New York: Routledge - p.427. - ISBN 978-0-415-93802-0.—Larkin, Colin (1995). - The Guinness Encyclopedia of Popular Music. - New York: Stockton Press - P.4462. - ISBN 978-0-85112-662-3.—Stanton, Scott (2003). - The Tombstone Tourist: Musicians. - New York: Pocket Books. - p.395. - ISBN 978-0-7434-6330-0.—Hicks, Jack. - ""Singer Keith Whitley's Memory Alive Through Songs, Love in Home Town"". - The Kentucky Post . - September 25, 1991.—""Country Music Star Keith Whitley Dead at 33"". - Lexington Herald-Leader . - May 10, 1989.——Hurst, Jack. - ""Whitley's Last Days"". - Chicago Tribune . - May 14, 1989.—""Alcohol Kills Country Singer Keith Whitley"". - United Press International . - (c/o The San Francisco Chronicle ). - May 10, 1989. — May 9, 1989), known professionally as Keith Whitley, was an American country music singer."	Keith Whitley
1119	Antoine Devon Walker (born August 12, 1976) is an American former professional basketball player.	Antoine Walker
1120	The external iliac arteries are two major arteries which bifurcate off the common iliac arteries anterior to the sacroiliac joint of the pelvis.	External iliac artery
1121	Steam is a digital distribution , digital rights management , multiplayer and communications platform developed by Valve Corporation .	Steam (software)
1122	The Rhine (; ; ) is a European river that runs from the Swiss canton of Grisons in the southeastern Swiss Alps through Germany and eventually flows into the North Sea coast in the Netherlands and is the twelfth longest river in Europe , at about , with an average discharge of more than .	Rhine
1123	"Sri ( Devanagari : श्री, IAST ; Śrī), also transliterated as Sree or Shri or Shree is a word of Sanskrit origin, used in the Indian subcontinent as polite form of address equivalent to the English ""Mr."" in written and spoken language, or as a title of veneration for deities (usually translated as ""Holy"")."	Sri
1124	Civil engineering is a professional engineering discipline that deals with the design, construction, and maintenance of the physical and naturally built environment, including works like roads, bridges, canals , dams, and buildings.	Civil engineering
1125	The Mississippi River Alluvial Plain is an alluvial plain created by the Mississippi River on which lies parts of seven U.S. states , from southern Louisiana to southern Illinois .	Mississippi Alluvial Plain
1126	South Beach, also nicknamed SoBe, is a neighborhood in the city of Miami Beach , Florida , United States , located due east of Miami city proper between Biscayne Bay and the Atlantic Ocean .	South Beach
1127	The Republican Party nominated incumbent Vice-President Richard Nixon , while the Democratic Party nominated John F. Kennedy , Senator from Massachusetts.	United States presidential election, 1960
1128	The Controlled Substances Act (CSA) was enacted into law by the Congress of the United States as Title II of the Comprehensive Drug Abuse Prevention and Control Act of 1970 .	Controlled Substances Act
1129	Everyday pressures are often stated in kilopascals (1 kPa = 1000 Pa).	Pressure
1130	The Great Basin is the largest area of endorheic watersheds in North America .	Great Basin
1131	Franklin Delano Roosevelt ( or ; January 30, 1882 – April 12, 1945), also known by his initials, FDR, was the 32nd President of the United States (1933–1945) and a central figure in world events during the mid-20th century, leading the United States during a time of worldwide economic depression and total war.	Franklin D. Roosevelt
1132	Mara Salvatrucha (commonly abbreviated as MS, Mara, and MS-13) is a transnational criminal gang that originated in Los Angeles and has spread to other parts of the United States, Canada, Mexico, and Central America.	MS-13
1133	"The show is based on forensic anthropology and forensic archaeology , with each episode focusing on an FBI case file concerning the mystery behind human remains brought by FBI Special Agent Seeley Booth ( David Boreanaz ) to the forensic anthropologist Dr. Temperance ""Bones"" Brennan ( Emily Deschanel )."	Bones (TV series)
1134	The game was held at Tampa Stadium in Tampa, Florida , on January 27, 1991, during the height of the Gulf War .	Super Bowl XXV
1135	Malcolm X (; May 19, 1925February 21, 1965), born Malcolm Little and also known as El-Hajj Malik El-Shabazz (), was an African-American Muslim minister and human rights activist.	Malcolm X
1136	In February 1965, less than a year after leaving the Nation of Islam, he was assassinated by three members of the group.	Malcolm X
1137	Regular cast members for the season included Shenae Grimes , Tristan Wilds , AnnaLynne McCord , Ryan Eggold , Jessica Stroup , Michael Steger , Jessica Lowndes , Matt Lanter , Gillian Zinser , Trevor Donovan and Lori Loughlin .	90210 (season 3)
1138	In 1947, she married Prince Philip, Duke of Edinburgh , with whom she has four children: Charles , Anne , Andrew , and Edward .	Elizabeth II
1139	Beaver Stadium is an outdoor college football stadium in University Park , Pennsylvania , United States , on the campus of The Pennsylvania State University .	Beaver Stadium
1140	The Tequila Sunrise is a cocktail made in two different ways, the original ( tequila , crème de cassis , lime juice and soda water ) and the more popular concoction ( tequila , orange juice , and grenadine syrup ).	Tequila Sunrise (cocktail)
1141	Paranasal sinuses are a group of four paired air-filled spaces that surround the nasal cavity ( maxillary sinuses ), above the eyes ( frontal sinuses ), between the eyes ( ethmoid sinuses ), and behind the ethmoids ( sphenoid sinuses ).	Paranasal sinuses
1142	"Lean manufacturing, lean enterprise, or lean production, often simply, ""Lean,"" is a production practice that considers the expenditure of resources for any goal other than the creation of value for the end customer to be wasteful, and thus a target for elimination."	Lean manufacturing
1143	"Lean manufacturing is a management philosophy derived mostly from the Toyota Production System (TPS) (hence the term Toyotism is also prevalent) and identified as ""Lean"" only in the 1990s."	Lean manufacturing
1144	Westlife were an Irish boy band which formed in 1998 and disbanded in 2012.	Westlife
1145	Vitamin A has multiple functions, it is important for growth and development, for the maintenance of the immune system and good vision.	Vitamin A
1146	Vitamin A is needed by the retina of the eye in the form of retinal , which combines with protein opsin to form rhodopsin the light-absorbing molecule , that is necessary for both low-light ( scotopic vision) and color vision .	Vitamin A
1147	Sacramento is the capital city of the U.S. state of California and the seat of government of Sacramento County .	Sacramento, California
1148	Memorial Day is a United States federal holiday which occurs every year on the final Monday of May.	Memorial Day
1149	Freedom Summer (also known as the Mississippi Summer Project) was a campaign in the United States launched in June 1964 to attempt to register as many African American voters as possible in Mississippi , which had historically excluded most blacks from voting.	Freedom Summer
1150	The project also set up dozens of Freedom Schools, Freedom Houses, and community centers in small towns throughout Mississippi to aid the local black population.	Freedom Summer
1151	It has a wide range of functions, including detoxification , protein synthesis , and production of biochemicals necessary for digestion .	Liver
1152	This organ plays a major role in metabolism and has a number of functions in the body, including glycogen storage, decomposition of red blood cells, plasma protein synthesis, hormone production, and detoxification.	Liver
1153	Calcium nitrate, also called Norgessalpeter (Norwegian saltpeter), is the inorganic compound with the formula Ca(NO3)2.	Calcium nitrate
1154	Day of the Dead () is a Mexican holiday celebrated throughout Mexico and around the world in other cultures.	Day of the Dead
1155	The event was held on Tuesday, July 12, 2011 at Chase Field in Phoenix, Arizona , home of the National League Arizona Diamondbacks .	2011 Major League Baseball All-Star Game
1156	The ANITA Mark VII and ANITA Mark VIII calculators were launched simultaneously in late 1961 as the world's first all- electronic desktop calculators .	Sumlock ANITA calculator
1157	George Washington ( – , 1799) was the first President of the United States (1789–1797), the commander-in-chief of the Continental Army during the American Revolutionary War , and one of the Founding Fathers of the United States .	George Washington
1158	Located in the southwest Pacific Ocean , it lies geographically to the east of the Malay Archipelago , with which it is sometimes included as part of a greater Indo-Australian Archipelago .	New Guinea
1159	Milk is a white liquid produced by the mammary glands of mammals .	Milk
1160	Early- lactation milk contains colostrum , which carries the mother's antibodies to the baby and can reduce the risk of many diseases in the baby.	Milk
1161	Motorcycle speedway, usually referred to as speedway, is a motorcycle sport involving four and sometimes up to six riders competing over four anti-clockwise laps of an oval circuit.	Motorcycle speedway
1162	"Shiva () (literally ""seven"") is the week-long mourning period in Judaism for first-degree relatives: father , mother , son , daughter , brother , sister , and spouse ."	Shiva (Judaism)
1163	This state lasts for seven days, during which family members traditionally gather in one home (preferably the home of the deceased) and receive visitors.	Shiva (Judaism)
1164	At the funeral, mourners traditionally rend an outer garment, a ritual known as keriah .	Shiva (Judaism)
1165	Professor Stephen Hawking , known for being a theoretical physicist , has appeared in many works of popular culture .	Stephen Hawking in popular culture
1166	A hot toddy, also hot totty, and hot tottie, is typically a mixed drink made of liquor and water with sugar and spices and served hot.	Hot toddy
1167	Propolis as hive sealing	Propolis
1168	Propolis is a resinous mixture that honey bees collect from tree buds, sap flows, or other botanical sources.	Propolis
1169	Steven Tyler (born Steven Victor Tallarico; March 26, 1948) is an American singer, songwriter, and multi-instrumentalist, best known as the frontman and lead singer of the Boston -based rock band Aerosmith , in which he also plays the harmonica, and occasional piano and percussion.	Steven Tyler
1170	The Swiss Psalm (, , , ) is the national anthem of Switzerland .	Swiss Psalm
1171	The liver produces urea in the urea cycle as a waste product of the digestion of protein .	Blood urea nitrogen
1172	Normal human adult blood should contain between 7 to 21 mg of urea nitrogen per 100 ml (7–21 mg/ dL ) of blood.	Blood urea nitrogen
1173	According to this report, about 42.5% of all Jews reside in Israel (5.7 million), and 39.3% in the United States (5.3 million), with most of the remainder living in Europe (1.5 million) and Canada (0.4 million).	Jews
1174	The Feast of Corpus Christi ( Latin for Body of Christ ), also known as Corpus Domini, is a Latin Rite liturgical solemnity celebrating the tradition and belief in the body and blood of Jesus Christ and his Real Presence in the Eucharist .	Corpus Christi (feast)
1175	The start of the systematic European colonization of the Americas is typically dated to 1492, when a Spanish expedition headed by Christopher Columbus sailed for India to open trade but inadvertently discovered the Americas.	European colonization of the Americas
1176	Testosterone is a steroid hormone from the androgen group and is found in mammals, reptiles, birds, and other vertebrates .	Testosterone
1177	In mammals , testosterone is primarily secreted in the testicles of males and the ovaries of females , although small amounts are also secreted by the adrenal glands .	Testosterone
1178	In men, testosterone plays a key role in the development of male reproductive tissues such as the testis and prostate as well as promoting secondary sexual characteristics such as increased muscle , bone mass, and the growth of body hair .	Testosterone
1179	"Cluster sampling is a sampling technique used when ""natural"" but relatively homogeneous groupings are evident in a statistical population ."	Cluster sampling
1180	Jamestown is a town in Guilford County , North Carolina , United States , and is a suburb of the nearby cities of Greensboro and High Point.	Jamestown, North Carolina
1181	Copper is a chemical element with the symbol Cu (from ) and atomic number 29.	Copper
1182	The Parthenon () is a temple on the Athenian Acropolis , Greece, dedicated to the maiden goddess Athena , whom the people of Athens considered their patron deity.	Parthenon
1183	In statistics , stepwise regression includes regression models in which the choice of predictive variables is carried out by an automatic procedure.	Stepwise regression
1184	"Established by the Virginia Company of London as ""James Fort"" on May 14, 1607 ( O.S. , May 24, 1607 N.S. ), it followed several earlier failed attempts, including the Lost Colony of Roanoke ."	Jamestown, Virginia
1185	Unlike the Preakness and Belmont Stakes, which took hiatuses in 1891-1893 and 1911-1912 respectively, the Kentucky Derby has been run every consecutive year since 1875.	Kentucky Derby
1186	The first U.S. Secretary of the Treasury (1789–95), Alexander Hamilton , is currently featured on the obverse of the bill, while the U.S. Treasury Building is featured on the reverse .	United States ten-dollar bill
1187	Andy Samuel Griffith (June 1, 1926 – July 3, 2012) was an American actor, television producer, Grammy Award -winning Southern-gospel singer, and writer.	Andy Griffith
1188	A hung jury or deadlocked jury is a jury that cannot, by the required voting threshold, agree upon a verdict after an extended period of deliberation and is unable to change its votes.	Hung jury
1189	She is the daughter of Indian sitar player Ravi Shankar and Sue Jones.	Norah Jones
1190	The stadium seats 85,000, making it the third largest stadium in the NFL by seating capacity .	Cowboys Stadium
1191	The maximum capacity of the stadium, including standing room, is 105,000.	Cowboys Stadium
1192	Carbon-14, 14C, or radiocarbon, is a radioactive isotope of carbon with a nucleus containing 6 protons and 8 neutrons .	Carbon-14
1193	"Puce (often misspelled as ""puse"", ""peuse"" or ""peuce"") is defined in the United States as a brownish-purple color."	Puce
1194	The Gunfight at the O.K. Corral was a gunfight that took place at about 3:00 p.m. on Wednesday, October 26, 1881, in Tombstone , Arizona Territory , and is generally regarded as the most famous gunfight in the history of the American Old West .	Gunfight at the O.K. Corral
1195	After the Requiem Mass at St. Matthew's Cathedral , the late president was buried at Arlington National Cemetery in Virginia.	State funeral of John F. Kennedy
1196	The population was 3,167 at the 2010 census .	Algoma, Wisconsin
1197	The English Renaissance was a cultural and artistic movement in England dating from the late 15th and early 16th centuries to the early 17th century.	English Renaissance
1198	"Elizabeth Ann Bloomer Warren ""Betty"" Ford (April 8, 1918 – July 8, 2011), was First Lady of the United States from 1974 to 1977 during the presidency of her husband Gerald Ford ."	Betty Ford
1199	"Gabrielle ""Coco"" Bonheur Chanel (August 19, 1883 – January 10, 1971) was a French fashion designer and founder of the Chanel brand."	Coco Chanel
1200	A gristmill (also: grist mill, corn mill or flour mill) grinds grain into flour .	Gristmill
1201	Nana Joseph Kwame Kyeretwie Boakye Danquah (December 1895 – 4 February 1965) was a Ghanaian statesman , pan-Africanist , scholar and historian .	J. B. Danquah
1202	Milton Powell (born December 4, 1977), better known by his stage name Big Pokey, is a rap artist from Houston, Texas and is one of the original members of the Screwed Up Click .	Big Pokey
1203	Baklava (, , or ; also Baklawa) is a rich, sweet pastry made of layers of phyllo pastry filled with chopped nuts and sweetened with syrup or honey .	Baklava
1204	"In adults, the ""rule of nines"" is used to determine the total percentage of area burned for each major section of the body."	Total body surface area
1205	Jonah Kirsten Sorrentino (born June 26, 1975), better known by his stage name KJ-52, is a Christian rapper from Tampa, Florida .	KJ-52
1206	The degree symbol (°) is a typographical symbol that is used, among other things, to represent degrees of arc (e.g. in geographic coordinate systems ), hours (in the medical field), or degrees of temperature .	Degree symbol
1207	The symbol consists of a small raised circle, historically a zero glyph .	Degree symbol
1208	Prognosis is poor (5-year survival <5 to 15%) because most patients present with advanced disease.	Stomach cancer
1209	Big Time Rush (BTR) is an American television series created by Scott Fellows about the Hollywood misadventures of four hockey players from Minnesota —Kendall, James, Carlos, and Logan, after they are selected to form a boy band .	Big Time Rush
1210	Mate (, ; sometimes also spelled maté), also known as chimarrão () or cimarrón (), is a traditional South American infused drink , particularly in Argentina, Uruguay, Paraguay and the southern states of Brazil and to a lesser degree in south of Chile, the Bolivian Chaco , Syria and Lebanon.	Mate (beverage)
1211	He won his MMA debut on October 6, 2012, defeating Vince Lucero via TKO in the first round.	Dave Batista
1212	Henry T. Thomas Sampson, Jr. (born in Jackson, Mississippi in 1934) is an African-American inventor.	Henry Sampson (inventor)
1213	The Arctic Circle is the southernmost latitude in the Northern Hemisphere at which the sun can remain continuously above or below the horizon for 24 hours (at the June solstice and December solstice respectively).	Arctic circle
1214	In cardiology, Erb's point refers to the third intercostal space on the left sternal border where S2 is best auscultated .	Erb's point (cardiology)
1215	is a media franchise published and owned by Japanese video game company Nintendo and created by Satoshi Tajiri in 1996.	PokÃ©mon
1216	In the typical sequence of color phases:	Traffic light
1217	the green light allows traffic to proceed in the direction denoted, if it is safe to do so	Traffic light
1218	the yellow/amber light denoting prepare to stop short of the intersection, if it is safe to do so	Traffic light
1219	the red signal prohibits any traffic from proceeding	Traffic light
1220	The fundamental theorem of calculus is a theorem that links the concept of the derivative of a function with the concept of the integral .	Fundamental theorem of calculus
1221	The first part of the theorem, sometimes called the first fundamental theorem of calculus, shows that an indefinite integration can be reversed by a differentiation.	Fundamental theorem of calculus
1222	Onika Tanya Maraj (born December 8, 1982), known by her stage name Nicki Minaj (), is a Trinidadian-born American rapper, singer, songwriter and television personality.	Nicki Minaj
1223	Osteonecrosis of the jaw (ONJ) is a severe bone disease that affects the maxilla and the mandible .	Osteonecrosis of the jaw
1224	Osteonecrosis of the jaws associated with bisphosphonate therapy, required by some cancer treatment regimens, has been identified and defined as a pathological entity since 2003.	Osteonecrosis of the jaw
1225	Mincemeat is a mixture of chopped dried fruit , distilled spirits and spices , and sometimes beef suet , beef , or venison .	Mincemeat
1226	Suicide is a fictional character from TNA Impact!	Suicide (character)
1227	Hickory is a city in Catawba County , with parts also in Burke County and Caldwell County .	Hickory, North Carolina
1228	Polyethylene terephthalate (sometimes written poly(ethylene terephthalate)), commonly abbreviated PET, PETE, or the obsolete PETP or PET-P, is a thermoplastic polymer resin of the polyester family and is used in synthetic fibers ; beverage, food and other liquid containers ; thermoforming applications; and engineering resins often in combination with glass fiber.	Polyethylene terephthalate
1229	Known as the RCA Building until 1988, it is most famous for housing the headquarters of the television network NBC .	GE Building
1230	Its current senators are Democrat Mary Landrieu and Republican David Vitter .	List of United States Senators from Louisiana
1231	Jack Smight (March 9, 1925 - September 1, 2003) was an American theatre and film director .	Jack Smight
1232	Dmitri Ivanovich Mendeleev (; 8 February 1834 – 2 February 1907 O.S. 27 January 1834 – 20 January 1907) was a Russian chemist and inventor.	Dmitri Mendeleev
1233	He formulated the Periodic Law, created his own version of the periodic table of elements , and used it to correct the properties of some already discovered elements and also to predict the properties of elements yet to be discovered!	Dmitri Mendeleev
1234	"Modesto ( Spanish for ""modest""), officially the City of Modesto, is the county seat and largest city of Stanislaus County , California , United States ."	Modesto, California
1235	The two standard gender symbols denoting male ♂ and female ♀ are derived from astrological symbols , denoting the classical planets Mars and Venus , respectively.	Gender symbol
1236	It is named after Saint Patrick ( AD 385–461), the most commonly recognised of the patron saints of Ireland .	Saint Patrick's Day
1237	A leasehold estate is an ownership of a temporary right to hold land or property in which a lessee or a tenant holds rights of real property by some form of title from a lessor or landlord .	Leasehold estate
1238	Mary Anderson (1866–1953) was a real estate developer, rancher, viticulturist and inventor of the windshield wiper blade.	Mary Anderson (inventor)
1239	I Confess is a 1953 drama film directed by Alfred Hitchcock , and starring Montgomery Clift as Fr. Michael William Logan, a Catholic priest , Anne Baxter as Ruth Grandfort, and Karl Malden as Inspector Larrue.	I Confess (film)
1240	By international agreement it has been set at 1,852 metres exactly (about 6,076 feet).	Nautical mile
1241	Black hairy tongue (BHT, also termed lingua villosa nigra) refers to a condition of the tongue where the filiform papillae elongate with black or brown discoloration, giving a black and hairy appearance.	Black hairy tongue
1242	The IEEE 1394 interface is a serial bus interface standard for high-speed communications and isochronous real-time data transfer.	IEEE 1394
1243	"Stephen ""Stevie"" Ray Vaughan (October 3, 1954 – August 27, 1990) was an American guitarist, singer-songwriter, and record producer."	Stevie Ray Vaughan
1244	In the technical vocabulary of medicine , a stent is a mesh 'tube' inserted into a natural passage/conduit in the body to prevent or counteract a disease-induced, localized flow constriction.	Stent
1245	In computer networking , gigabit Ethernet (GbE or 1 GigE) is a term describing various technologies for transmitting Ethernet frames at a rate of a gigabit per second (1,000,000,000 bits per second), as defined by the IEEE 802.3-2008 standard.	Gigabit Ethernet
1246	The tibia (), shinbone or shankbone, is the larger and stronger of the two bones in the leg below the knee in vertebrates (the other being the fibula ), and connects the knee with the ankle bones .	Tibia
1247	Tofu, also called bean curd, is a food made by coagulating soy juice and then pressing the resulting curds into soft white blocks.	Tofu
1248	When the trainer shut down his operation in 2004, Bubbles was moved to the Center for Great Apes , a sanctuary in Wauchula, Florida , where he has lived since 2005.	Bubbles (chimpanzee)
1249	The band consists of school friends Matthew Bellamy (lead vocals, lead guitar, piano, keyboards, keytar ), Christopher Wolstenholme (bass, vocals, keyboards, rhythm guitar, harmonica) and Dominic Howard (drums, percussion, synthesisers, sampling).	Muse (band)
1250	"Bloemfontein (, ; Dutch for ""fountain of flowers"") is the capital city of the Free State Province of South Africa ; and, as the judicial capital of the nation, one of South Africa's three national capitals – the other two being Cape Town , the legislative capital, and Pretoria , the administrative capital."	Bloemfontein
1251	"The prostate (from Greek προστάτης – prostates, literally ""one who stands before"", ""protector"", ""guardian"") is a compound tubuloalveolar exocrine gland of the male reproductive system in most mammals ."	Prostate
1252	The Preamble to the United States Constitution is a brief introductory statement of the Constitution's fundamental purposes and guiding principles.	Preamble to the United States Constitution
1253	The history of the Internet began with the development of electronic computers in the 1950s.	History of the Internet
1254	The brand was sold to Anheuser-Busch of St. Louis, Missouri , in mid 2006, which transferred brewing operations to New Jersey.	Rolling Rock
1255	Benedict was elected on 19 April 2005 in a papal conclave , celebrated his Papal Inauguration Mass on 24 April 2005, and took possession of his cathedral, the Archbasilica of St. John Lateran , on 7 May 2005.	Pope Benedict XVI
1256	Adams was the father of John Quincy Adams , the sixth President of the United States.	John Adams
1257	The first U.S. Secretary of the Treasury (1789–95), Alexander Hamilton , is currently featured on the obverse of the bill, while the U.S. Treasury Building is featured on the reverse .	United States ten-dollar bill
1258	Unlike a powerboat or motorboat that uses a propeller in the water below or behind the boat, a jetboat draws the water from under the boat into a pump inside the boat, then expels it through a nozzle at the stern .	Jetboat
1259	The Sermon on the Mount ( anglicized from the Matthean Vulgate Latin section title: Sermo in monte) is a collection of sayings and teachings of Jesus , which emphasizes his moral teaching found in the Gospel of Matthew (chapters 5 , 6 and 7 ).	Sermon on the Mount
1260	"Eric ""E."""	Eric Murphy
1261	Article Five of the United States Constitution describes the process whereby the Constitution may be altered.	Article Five of the United States Constitution
1262	The Tea Party movement is an American political movement that advocates strict adherence to the United States Constitution , reducing U.S. government spending and taxes , and reduction of the U.S. national debt and federal budget deficit .	Tea Party movement
1263	The peso and dollar have been followed by other contemporary issues, including commemorative banknotes, private currency, and a quarter coin designed with Fort San Felipe del Morro in the face.	Currencies of Puerto Rico
1264	Albumin transports hormones, fatty acids, and other compounds, buffers pH, and maintains osmotic pressure , among other functions.	Human serum albumin
1265	The Book of Ezekiel is the third of the Latter Prophets in the Hebrew Bible , following the books of Isaiah and Jeremiah and preceding the Book of the Twelve .	Book of Ezekiel
1266	The Ten Commandments appear twice in the Hebrew Bible , in the books of Exodus and Deuteronomy .	Ten Commandments
1267	"Endodontics (from the Greek endo ""inside""; and odons ""tooth"") is one of the dental specialties recognized by the American Dental Association , Royal College of Dentists of Canada , and Royal Australasian College of Dental Surgeons , and deals with the tooth pulp and the tissues surrounding the root of a tooth ."	Endodontics
1268	Janet Kay Ruthven Hagan (; born May 26, 1953) is the junior United States Senator from North Carolina , in office since January 2009.	Kay Hagan
1269	It was created in 1935 as the Downtown Athletic Club trophy and renamed in 1936 following the death of the Club's athletic director, John Heisman (former Brown University and University of Pennsylvania player; head football coach at Oberlin College , Auburn University , Clemson University , Rice University , and the University of Pennsylvania; and football, basketball, and baseball head coach and athletic director at Georgia Tech ).	Heisman Trophy
1270	Sadomasochism is the giving and/or receiving of pleasure—often sexual—from acts involving the infliction or reception of pain or humiliation .	Sadomasochism
1271	The giant panda lives in a few mountain ranges in central China, mainly in Sichuan province, but also in the Shaanxi and Gansu provinces.	Giant Panda
1272	Loxahatchee is a community located in Palm Beach County , Florida , United States .	Loxahatchee, Florida
1273	It is located in the areas north of Wellington and west and northwest of Royal Palm Beach, Florida and approximately west of West Palm Beach.	Loxahatchee, Florida
1274	The test is available in both French and English , the official languages of Canada .	Canadian Citizenship Test
1275	"Chow mein (; Chinese : 炒麵, ""fried noodles"") is a Chinese term for a dish of stir-fried noodles , of which there are many varieties."	Chow mein
1276	He is incarcerated at the Federal Correctional Institution at Berlin, New Hampshire.	Kent Hovind
1277	"The United States Oath of Allegiance (officially referred to as the ""Oath of Allegiance,"" 8 C.F.R. Part 337 (2008)) is an oath that must be taken by all immigrants who wish to become United States citizens ."	Oath of Allegiance (United States)
1278	"A bindi (, from Sanskrit bindu, meaning ""a drop, small particle, dot""), or a pottu/bottu (in Tamil, Telugu, and Malayalam) is a forehead decoration worn in South Asia (particularly India , Bangladesh , Nepal , Sri Lanka and Mauritius ) and Southeast Asia ."	Bindi (decoration)
1279	Times Square Studios (TSS) is an American television studio located in the Times Square neighborhood of the Manhattan borough of New York City , New York .	Times Square Studios
1280	Primary care may be provided in community health centres.	Primary care
1281	Primary care is the health care given by a health care provider .	Primary care
1282	Desmanthus illinoensis (commonly known as Illinois bundleflower, prairie-mimosa or prickleweed) is a plant in many areas of the south central US.	Desmanthus illinoensis
1283	For example, Super Bowl I was played on January 15, 1967, following the 1966 regular season , while Super Bowl XLVII was played on February 3, 2013, following the 2012 season .	Super Bowl
1284	The name Fiona was invented, and first used, by the Scottish poet James Macpherson (1736–96), author of the Ossian poems, which he claimed were translations from ancient Gaelic sources (sources, when challenged, he never produced).	Fiona
1285	The most commonly used language is English .	Languages of the United States
1286	On an automobile, a quarter panel (or rear wing as it is known in British English ) is usually considered the body panel which goes between the rear door and the trunk and typically wraps around the wheel well; however, the similar front section Fender (vehicle) , between the door and the hood, is sometimes incorrectly referred to as a quarter panel.	Quarter panel
1287	Shropshire ( or ; alternatively Salop; abbreviated, in print only, Shrops) is a county in the West Midlands region of England.	Shropshire
1288	The attack on Pearl Harbor (called Hawaii Operation or Operation AI by the Japanese Imperial General Headquarters (Operation Z in planning) and the Battle of Pearl Harbor) was a surprise military strike conducted by the Imperial Japanese Navy against the United States naval base at Pearl Harbor , Hawaii, on the morning of December 7, 1941 (December 8 in Japan).	Attack on Pearl Harbor
1289	The Tour de France () is an annual multiple stage bicycle race primarily held in France , while also occasionally making passes through nearby countries.	Tour de France
1290	The social norms approach, or social norms marketing, is an environmental strategy gaining ground in health campaigns.	Social Norms Approach
1291	An associate degree is an undergraduate academic degree awarded by community colleges , junior colleges , technical colleges, and bachelor's degree -granting colleges and universities upon completion of a course of study usually lasting two years.	Associate degree
1292	A value added tax (VAT) is a form of consumption tax .	Value added tax
1293	-sticking is the name of two infractions in the sport of ice hockey that may occur when a player intentionally or inadvertently plays with his or her stick above the height of the shoulders or above the cross bar of a hockey goal.	High-Sticking
